"numProiezione","numFila","numPosto","dataVendita","prezzo"
"730","10","115","2024-02-25","28.00"
"731","7","157","2023-06-10","23.00"
"732","1","117","2023-07-26","16.00"
"732","10","85","2023-12-29","19.00"
"733","2","24","2023-08-21","20.00"
"734","1","72","2024-03-03","9.00"
"734","9","21","2024-05-03","27.00"
"735","2","25","2023-06-29","48.00"
"736","10","59","2024-02-12","18.00"
"738","9","44","2023-12-19","25.00"
"740","1","107","2023-11-09","18.00"
"741","7","151","2024-03-18","21.00"
"742","2","37","2023-09-20","48.00"
"742","9","29","2023-10-13","37.00"
"743","5","86","2024-03-09","49.00"
"743","9","18","2024-04-27","27.00"
"744","2","124","2023-08-05","23.00"
"744","3","20","2024-01-03","8.00"
"746","1","116","2024-05-07","25.00"
"748","4","37","2023-11-24","38.00"
"749","3","136","2024-01-31","17.00"
"749","9","58","2023-08-07","30.00"
"750","4","55","2024-02-05","37.00"
"750","4","143","2024-02-22","5.00"
"751","3","24","2024-02-24","40.00"
"752","10","113","2023-06-23","14.00"
"757","6","126","2023-11-07","16.00"
"758","8","104","2023-08-30","30.00"
"760","8","37","2023-12-23","42.00"
"763","4","53","2023-08-04","9.00"
"764","1","109","2023-11-05","24.00"
"764","6","17","2023-06-03","44.00"
"764","8","130","2023-06-19","38.00"
"765","1","16","2023-05-25","24.00"
"765","2","88","2023-10-30","45.00"
"765","10","97","2024-04-16","8.00"
"766","6","85","2024-04-07","7.00"
"766","10","34","2023-08-24","40.00"
"767","7","39","2023-10-17","10.00"
"768","3","81","2023-08-25","32.00"
"769","5","48","2023-08-22","28.00"
"769","8","133","2023-08-17","19.00"
"769","10","116","2024-01-01","50.00"
"770","2","51","2023-10-16","46.00"
"770","5","154","2024-01-27","40.00"
"772","4","13","2023-09-09","25.00"
"773","6","129","2023-12-23","43.00"
"774","4","56","2024-01-31","13.00"
"774","8","123","2024-01-03","10.00"
"774","10","26","2024-04-11","29.00"
"775","1","31","2024-03-24","25.00"
"775","1","60","2023-08-25","5.00"
"776","4","47","2023-06-15","49.00"
"776","4","86","2024-04-14","20.00"
"777","5","148","2024-03-23","18.00"
"778","8","140","2023-07-22","36.00"
"780","5","8","2023-08-09","9.00"
"781","3","29","2023-05-21","34.00"
"781","9","102","2023-10-11","9.00"
"782","2","51","2024-03-02","29.00"
"782","7","18","2023-12-03","44.00"
"784","6","157","2023-05-14","42.00"
"784","10","52","2023-08-13","7.00"
"785","1","68","2024-04-09","9.00"
"786","10","57","2024-01-30","50.00"
"788","3","106","2023-10-05","27.00"
"788","8","153","2023-09-09","38.00"
"791","5","53","2024-03-13","18.00"
"791","8","35","2024-05-05","30.00"
"794","8","18","2024-01-27","49.00"
"795","2","48","2023-12-05","48.00"
"797","1","60","2023-11-06","26.00"
"798","3","74","2023-09-27","40.00"
"798","10","23","2024-03-14","31.00"
"801","6","114","2023-10-16","12.00"
"801","10","67","2024-04-22","32.00"
"803","2","67","2023-06-16","38.00"
"803","9","12","2023-08-19","16.00"
"803","10","94","2024-01-04","50.00"
"804","5","20","2023-09-01","40.00"
"804","10","149","2023-08-11","29.00"
"808","8","1","2023-12-16","30.00"
"808","9","70","2023-11-17","11.00"
"810","5","128","2023-09-13","17.00"
"810","10","5","2023-12-10","35.00"
"811","7","78","2023-11-15","14.00"
"812","9","60","2023-10-14","5.00"
"815","3","91","2023-09-24","21.00"
"816","1","41","2024-01-15","47.00"
"817","9","87","2023-05-24","12.00"
"819","8","75","2023-09-19","23.00"
"820","2","8","2023-05-25","11.00"
"821","10","38","2023-09-20","20.00"
"822","4","107","2023-10-29","18.00"
"823","1","140","2024-02-15","15.00"
"824","8","51","2023-07-06","50.00"
"824","10","14","2023-12-04","40.00"
"826","8","113","2023-08-22","22.00"
"828","2","83","2024-03-08","31.00"
"828","2","126","2023-05-30","45.00"
"828","4","70","2023-12-23","37.00"
"829","6","18","2024-01-06","30.00"
"830","10","149","2024-03-14","23.00"
"833","1","83","2024-04-02","48.00"
"833","8","137","2023-09-20","6.00"
"833","10","109","2023-07-19","11.00"
"834","1","143","2024-04-06","47.00"
"834","5","9","2024-02-27","16.00"
"834","5","37","2023-12-23","37.00"
"835","1","107","2024-04-23","5.00"
"836","7","68","2023-08-30","11.00"
"838","1","68","2023-10-03","44.00"
"838","2","123","2023-12-02","37.00"
"844","7","23","2024-02-02","10.00"
"845","4","110","2023-11-16","43.00"
"845","5","54","2023-08-10","18.00"
"846","8","142","2023-07-21","26.00"
"849","7","135","2024-01-23","24.00"
"850","4","86","2023-12-18","10.00"
"850","7","15","2024-02-18","22.00"
"851","2","82","2023-09-16","33.00"
"851","7","128","2024-02-13","5.00"
"851","8","119","2023-06-06","42.00"
"852","6","10","2023-07-31","14.00"
"853","10","71","2023-12-16","42.00"
"854","3","68","2023-08-09","9.00"
"854","7","36","2023-07-17","39.00"
"855","8","2","2023-11-27","49.00"
"855","9","2","2024-03-03","31.00"
"856","3","72","2024-04-28","26.00"
"856","10","10","2023-10-12","29.00"
"858","2","130","2024-02-07","36.00"
"858","4","33","2023-12-31","32.00"
"858","10","145","2023-11-24","35.00"
"861","7","116","2023-05-19","22.00"
"862","3","55","2023-05-27","15.00"
"862","10","39","2023-08-16","34.00"
"862","10","95","2024-01-29","28.00"
"863","10","4","2023-11-10","35.00"
"864","5","9","2023-06-14","32.00"
"867","4","17","2023-10-28","35.00"
"867","4","72","2023-09-16","45.00"
"868","2","79","2023-12-16","38.00"
"869","2","72","2023-06-21","27.00"
"870","7","125","2023-11-04","8.00"
"871","5","137","2024-04-03","8.00"
"872","3","129","2023-06-08","43.00"
"872","10","132","2024-03-05","49.00"
"874","4","100","2024-04-16","9.00"
"874","8","74","2023-07-07","17.00"
"875","3","160","2024-01-30","18.00"
"876","1","37","2024-03-10","16.00"
"877","5","144","2023-10-26","45.00"
"877","8","2","2023-11-18","14.00"
"877","10","107","2024-03-22","38.00"
"878","1","10","2024-02-11","20.00"
"881","7","13","2024-03-26","14.00"
"882","4","123","2024-03-23","35.00"
"885","4","110","2024-01-03","49.00"
"885","6","131","2023-05-12","33.00"
"885","10","110","2023-10-06","41.00"
"886","6","65","2023-12-20","32.00"
"891","5","71","2024-02-01","29.00"
"892","1","90","2023-09-18","8.00"
"892","3","130","2023-10-15","42.00"
"892","6","114","2023-11-29","35.00"
"892","7","114","2023-12-22","38.00"
"893","8","144","2023-06-13","7.00"
"895","7","130","2024-02-15","40.00"
"895","8","128","2023-06-17","14.00"
"899","8","99","2023-11-27","40.00"
"900","9","31","2023-06-10","15.00"
"903","5","155","2023-11-21","12.00"
"904","9","135","2023-12-16","32.00"
"906","4","142","2024-04-18","44.00"
"906","9","24","2024-01-08","27.00"
"907","1","45","2023-11-05","17.00"
"911","6","146","2024-05-06","40.00"
"912","1","136","2023-10-03","24.00"
"912","7","149","2023-07-23","48.00"
"913","7","41","2023-08-26","34.00"
"914","1","52","2024-03-13","13.00"
"914","4","126","2023-05-16","25.00"
"914","9","4","2023-10-02","19.00"
"916","3","3","2023-07-11","30.00"
"917","8","109","2024-01-02","33.00"
"918","1","147","2024-02-28","6.00"
"918","9","22","2023-12-29","45.00"
"920","6","80","2024-01-15","22.00"
"921","6","159","2023-08-22","39.00"
"922","1","118","2023-07-21","16.00"
"923","7","3","2024-02-02","47.00"
"924","5","39","2023-07-27","33.00"
"924","10","89","2023-11-27","13.00"
"925","10","62","2023-10-20","47.00"
"926","5","14","2023-06-09","29.00"
"927","3","40","2023-07-02","16.00"
"928","2","151","2023-12-08","37.00"
"930","6","3","2023-09-07","28.00"
"931","3","12","2023-11-04","43.00"
"932","3","37","2024-01-21","31.00"
"932","5","148","2023-07-06","38.00"
"933","5","15","2023-06-23","9.00"
"934","4","39","2023-08-10","32.00"
"934","7","136","2024-01-21","20.00"
"935","3","141","2023-11-17","18.00"
"936","1","112","2023-11-07","39.00"
"936","4","115","2023-10-04","30.00"
"940","1","119","2023-10-14","44.00"
"942","7","121","2024-03-11","44.00"
"942","8","61","2024-02-12","50.00"
"944","6","43","2024-01-01","47.00"
"945","1","150","2023-12-14","25.00"
"946","1","3","2023-09-29","21.00"
"946","4","156","2023-10-09","18.00"
"948","7","137","2023-08-27","24.00"
"949","7","141","2023-09-25","37.00"
"949","10","9","2023-08-05","27.00"
"950","3","71","2023-05-26","45.00"
"951","9","40","2023-07-11","20.00"
"955","4","99","2023-07-07","28.00"
"957","4","31","2023-10-27","46.00"
"960","2","7","2024-03-25","26.00"
"960","4","95","2024-01-20","27.00"
"960","7","26","2023-07-19","32.00"
"962","1","85","2024-02-03","45.00"
"963","5","125","2024-04-13","29.00"
"968","9","125","2024-04-07","44.00"
"969","3","85","2023-07-12","16.00"
"971","3","44","2024-04-14","14.00"
"972","1","87","2023-11-11","15.00"
"972","3","86","2024-02-09","25.00"
"972","9","106","2023-11-05","48.00"
"973","5","36","2023-12-08","8.00"
"973","6","60","2023-07-22","14.00"
"974","7","18","2023-10-29","39.00"
"976","7","146","2023-11-12","17.00"
"977","9","111","2023-12-25","27.00"
"978","3","131","2023-09-23","32.00"
"978","10","160","2023-05-09","21.00"
"980","3","154","2023-05-16","41.00"
"980","5","104","2024-02-15","33.00"
"981","5","150","2023-05-25","34.00"
"981","6","113","2023-05-21","5.00"
"982","6","36","2024-02-12","8.00"
"982","7","150","2023-09-16","20.00"
"983","9","112","2023-07-22","25.00"
"984","10","17","2023-12-22","22.00"
"987","4","82","2024-03-19","49.00"
"987","7","58","2023-05-23","44.00"
"988","5","100","2023-09-27","13.00"
"988","6","101","2024-03-05","38.00"
"989","7","68","2024-01-29","7.00"
"990","3","54","2024-01-07","43.00"
"995","1","68","2024-02-15","27.00"
"codice","titolo","anno","durata","lingua"
"1","Guerre Stellari","2011","105","inglese"
"2","La Storia di Pinocchio","2008","101","inglese"
"3","Joker","2007","192","inglese"
"4","Il Treno del Soldato","2023","186","italiano"
"5","Joker","2024","200","inglese"
"6","La Ragazza del Sabato","2009","128","inglese"
"7","Il Segreto di Lambretto","2012","122","inglese"
"8","La Storia del Vampiro","1998","183","italiano"
"9","La Ragazza del Ragno","1998","165","inglese"
"10","Il Mistero del Gobbo","2008","193","inglese"
"11","Il Quinto Elemento","1991","131","italiano"
"12","Guerre Stellari","1994","128","italiano"
"13","Il Segreto del Mago","1991","104","italiano"
"14","It Chapter Two","1991","188","italiano"
"15","Il Segreto di Cleopatra","2024","142","italiano"
"16","La Storia di Lamet","2015","153","italiano"
"17","La Ragazza del Corsaro","1998","102","italiano"
"18","La Storia di Pinocchio","2003","102","italiano"
"19","The Secret Life of Pets 2","2012","125","inglese"
"20","La Ragazza di Missis","2009","122","italiano"
"21","La Storia di Fanny","1994","169","italiano"
"22","Toy Story 4","2016","145","inglese"
"23","La Figlia del Principe","1990","199","italiano"
"24","La Ragazza del Santo","2000","166","italiano"
"25","Il Primo Re","2019","199","inglese"
"26","Il Segreto di Mack","2004","143","italiano"
"27","Il Caso Spotlight","2009","109","inglese"
"28","Il Segreto di Dodò","1990","144","inglese"
"29","Spider-Man: Far From Home","2019","117","inglese"
"30","Il Labirinto del Fauno","1993","147","inglese"
"31","It Chapter Two","2021","109","italiano"
"32","Il Ragazzo di Robin","2021","178","inglese"
"33","E.T. l'Extraterrestre","1997","101","italiano"
"34","Il Segreto di Zorro","2003","117","inglese"
"35","La Ragazza di Jemmy","2000","102","italiano"
"36","Il Figlio di Frankenstein","2015","172","italiano"
"37","Il Favoloso Mondo di Amélie","2022","137","italiano"
"38","La Storia di Don Giovanni","2021","147","italiano"
"39","La Dolce Vita","1998","121","italiano"
"40","La Leggenda di Paperino","2013","109","italiano"
"41","Il Segreto del Corsaro Nero","2002","192","italiano"
"42","La Figlia della Guerra","2007","129","italiano"
"43","Il Gladiatore","1997","170","italiano"
"44","Il Segreto di Zorro","2019","156","italiano"
"45","Guerre Stellari","1997","168","italiano"
"46","La Ragazza del Mio Migliore Amico","2001","194","inglese"
"47","La Ragazza di Zanna","2023","198","italiano"
"48","La Ragazza di Zanna","2006","128","italiano"
"49","La Figlia della Guerra","1993","129","italiano"
"50","Il Figlio di Frankenstein","2022","107","italiano"
"51","La Storia di Icaro","2004","137","inglese"
"52","Toy Story 4","2015","165","inglese"
"53","Il Segreto del Pretore","2017","139","italiano"
"54","La Vita è Bella","2008","168","italiano"
"55","Il Gladiatore","2023","168","italiano"
"56","La Ragazza di Lola","2003","120","italiano"
"57","Il Figlio di Frankenstein","1997","143","inglese"
"58","Il Re Leone","2012","175","inglese"
"59","La Ragazza del Sabato","2019","179","inglese"
"60","Il Corvo","1990","184","inglese"
"61","Avatar","2022","120","inglese"
"62","La Ragazza del Capitano","1994","128","inglese"
"63","La Storia di Lamet","2000","116","italiano"
"64","La Storia del Tempo","2010","180","italiano"
"65","Il Caso Spotlight","2017","156","inglese"
"66","Titanic","1993","116","inglese"
"67","E.T. l'Extraterrestre","2008","178","italiano"
"68","La Leggenda di Moisés","2023","120","italiano"
"69","La Leggenda di Guerre","1992","132","italiano"
"70","Titanic","2006","105","italiano"
"71","Il Segreto di Noè","1999","111","italiano"
"72","La Ragazza del Ragno","2008","184","italiano"
"73","Il Segreto del Leone","1993","198","inglese"
"74","Il Gladiatore","2008","127","italiano"
"75","La Figlia della Guerra","1996","193","inglese"
"76","Il Segreto del Presidente","1992","200","inglese"
"77","Il Mistero del Diavolo","2003","184","italiano"
"78","Il Ragazzo di Jed","2020","200","italiano"
"79","Il Grande Gatsby","2019","183","italiano"
"80","Shutter Island","2012","106","italiano"
"81","Titanic","2016","198","inglese"
"82","Il Discorso del Re","1999","109","italiano"
"83","Il Segreto di Vitale","2003","144","italiano"
"84","La Ragazza del Faraone","2011","104","italiano"
"85","La Ragazza di Lola","2006","188","inglese"
"86","La Figlia del Principe","2020","138","inglese"
"87","La Ragazza del Sabato","2024","101","italiano"
"88","La Ragazza del Corsaro","2018","116","italiano"
"89","La Storia di Fanny","1992","196","inglese"
"90","La Ragazza del Sabato","1991","101","inglese"
"91","Forrest Gump","2021","178","italiano"
"92","La Storia di Fanny","1998","164","italiano"
"93","La Leggenda di Achille","2021","175","inglese"
"94","Frozen 2","2007","185","italiano"
"95","La Ragazza di Arlecchino","2010","125","italiano"
"96","Il Grande Lebowski","2016","135","italiano"
"97","Avengers: Endgame","2009","107","inglese"
"98","Il Segreto di Ximenez","1993","156","inglese"
"99","La Ragazza del Falco","2011","123","italiano"
"100","La Ragazza di Zanna","2014","110","italiano"
"101","Il Segreto del Terrore","1997","166","inglese"
"102","Il Primo Re","2023","153","inglese"
"103","La Storia del Re","2016","171","inglese"
"104","La Ragazza del Santo","2006","106","inglese"
"105","Il Segreto del Corsaro Nero","2007","164","italiano"
"106","Forrest Gump","2017","102","inglese"
"107","Il Segreto di Zibetto","2000","200","italiano"
"108","Il Segreto del Cimitero","1999","200","inglese"
"109","Il Segreto del Dittatore","1997","182","italiano"
"110","Il Segreto del Cimitero","2001","150","italiano"
"111","Guerre Stellari","1995","137","inglese"
"112","La Ragazza del Faraone","2003","187","inglese"
"113","La Storia di Saverio","2013","149","inglese"
"114","La Storia del Sud","2016","130","italiano"
"115","Avengers: Endgame","2008","186","inglese"
"116","La Storia del Tuttologo","2008","120","inglese"
"117","La Storia di Babbo","2002","161","italiano"
"118","La Storia del Sud","1991","108","inglese"
"119","Il Mistero del Diavolo","2008","165","italiano"
"120","Inception","2020","128","inglese"
"121","Il Segreto di Dodò","2021","132","inglese"
"122","La Ragazza di Orso","2011","180","inglese"
"123","Il Favoloso Mondo di Gumball","1999","145","inglese"
"124","Il Segreto di Filigrana","2006","135","italiano"
"125","Il Segreto del Taglialegna","2016","179","inglese"
"126","Il Segreto del Destino","2004","166","inglese"
"127","La Storia di Lamet","2018","134","italiano"
"128","La Figlia di D'Artagnan","2024","101","inglese"
"129","Il Segreto del Grande Capo","1991","101","italiano"
"130","La Ragazza del Faraone","2024","142","italiano"
"131","La Storia di Korak","1997","184","italiano"
"132","Il Segreto del Mago","2004","188","italiano"
"133","La Storia del Sole","2018","128","italiano"
"134","Il Segreto di Babbo Natale","1990","187","inglese"
"135","Il Segreto del Fiume","1996","107","italiano"
"136","La Ragazza del Sabato","1992","189","inglese"
"137","Aladdin","2019","171","italiano"
"138","Il Segreto del Miracolo","1994","157","inglese"
"139","Il Postino","2024","103","italiano"
"140","Il Grande Dittatore","1996","104","inglese"
"141","Il Segreto del Dittatore","2011","122","inglese"
"142","Il Segreto di Ximenez","1995","126","italiano"
"143","La Storia di Youssef","2024","148","italiano"
"144","Pulp Fiction","2004","122","italiano"
"145","Aladdin","2010","193","inglese"
"146","Il Caso Spotlight","1994","133","italiano"
"147","E.T. l'Extraterrestre","2014","184","inglese"
"148","La Ragazza di Orso","2007","158","inglese"
"149","Frozen 2","2016","196","inglese"
"150","La Ragazza del Corsaro","2024","196","inglese"
"151","Il Segreto di Vitale","2007","135","inglese"
"152","Joker","2019","106","inglese"
"153","La La Land","2021","141","inglese"
"154","Il Primo Re","2000","111","inglese"
"155","La Storia di Babbo","2009","156","italiano"
"156","La La Land","2003","181","inglese"
"157","La Vita è Bella","2006","151","inglese"
"158","La Ragazza del Sabato","1996","157","inglese"
"159","Blade Runner","2008","175","inglese"
"160","Pulp Fiction","1993","155","inglese"
"161","La Ragazza del Gatto","1994","175","inglese"
"162","Il Segreto di Cleopatra","1992","193","italiano"
"163","La Ragazza del Santo","2020","152","inglese"
"164","La Storia di Icaro","2019","101","italiano"
"165","La Leggenda di Moisés","1996","156","italiano"
"166","La Storia del Nilo","1995","155","inglese"
"167","Il Mistero di Caligola","2011","121","italiano"
"168","Il Treno del Soldato","2011","104","inglese"
"169","Il Mistero di Caligola","2015","131","inglese"
"170","La Storia del Tuttologo","2001","131","italiano"
"171","La Storia di Pinocchio","2010","144","inglese"
"172","Il Figlio perduto","2021","133","italiano"
"173","Il Ragazzo di Mauro","2003","173","inglese"
"174","Il Buono","2020","176","italiano"
"175","La Leggenda di Achille","2014","110","italiano"
"176","Il Segreto di Filigrana","1998","122","italiano"
"177","La Ragazza del Mio Migliore Amico","2010","134","inglese"
"178","Il Segreto di Filigrana","2007","128","italiano"
"179","Il Segreto di Vetro","2000","120","italiano"
"180","Il Silenzio degli Innocenti","1997","154","inglese"
"181","Il Segreto di Yambo","2001","197","inglese"
"182","Il Cacciatore","2001","129","inglese"
"183","La Leggenda di Guerre","2011","117","inglese"
"184","Il Segreto del Destino","2011","158","inglese"
"185","Forrest Gump","1998","173","inglese"
"186","La Storia di Don Giovanni","2002","117","inglese"
"187","Il Segreto di Yambo","2011","147","italiano"
"188","Blade Runner","2008","179","italiano"
"189","il Brutto","2004","131","inglese"
"190","Il Signore degli Anelli","2013","162","italiano"
"191","La Ragazza del Gatto","2012","198","inglese"
"192","La Ragazza di Missis","2024","116","inglese"
"193","Il Segreto di Orfeo","2015","159","italiano"
"194","Il Segreto del Vichingo","2000","171","inglese"
"195","Il Grande Lebowski","1996","134","italiano"
"196","Il Segreto del Taglialegna","1995","136","inglese"
"197","The Secret Life of Pets 2","2008","174","inglese"
"198","La Storia del Re","1993","124","inglese"
"199","Il Segreto del Gelo","2002","153","italiano"
"200","Shutter Island","1994","162","italiano"
"201","Aladdin","2003","110","inglese"
"202","La Storia di Icaro","1994","172","inglese"
"203","il Cattivo","2017","190","inglese"
"204","Il Labirinto del Fauno","2017","194","italiano"
"205","La Storia di Fanny","1993","130","italiano"
"206","Il Segreto del Dittatore","1990","145","italiano"
"207","La Storia del Nilo","2014","103","inglese"
"208","Il Segreto di Noè","1996","112","italiano"
"209","Il Re Leone","2005","138","italiano"
"210","La Ragazza di Remo","1998","135","italiano"
"211","La Ragazza del Santo","2020","157","inglese"
"212","Il Ragazzo di Robin","2007","191","italiano"
"213","La Storia di Lamet","2019","184","italiano"
"214","Il Segreto di Yambo","2018","152","inglese"
"215","Il Segreto di Scott","2009","133","italiano"
"216","Il Cacciatore","2005","178","italiano"
"217","Avatar","2015","161","inglese"
"218","Il Cacciatore","2013","179","inglese"
"219","La Vita di Bakunin","2004","195","inglese"
"220","Il Segreto del Destino","2024","170","inglese"
"221","Il Segreto del Grande Capo","2002","144","inglese"
"222","Il Segreto del Terrore","2012","112","italiano"
"223","La Storia del Tuttologo","1993","154","italiano"
"224","Il Segreto di Togo","2019","149","italiano"
"225","Il Segreto del Taglialegna","1993","147","inglese"
"226","Il Segreto del Fiume","1996","115","inglese"
"227","La Storia di Tex","2017","126","italiano"
"228","Il Segreto del Taglialegna","1993","147","italiano"
"229","La Ragazza del Santo","2004","200","italiano"
"230","Il Segreto di Pasquino","1996","192","inglese"
"231","It Chapter Two","2007","166","inglese"
"232","Forrest Gump","1995","138","italiano"
"233","La Storia di Pinocchio","1992","198","inglese"
"234","Il Signore degli Anelli","2016","187","italiano"
"235","La Ragazza del Vagabondo","1993","123","inglese"
"236","La Ragazza del Santo","2010","163","italiano"
"237","La Leggenda di Achille","1990","188","inglese"
"238","Il Figlio di Frankenstein","1997","136","italiano"
"239","La Leggenda di Moisés","2017","108","italiano"
"240","Il Segreto di Noè","2019","199","italiano"
"241","Il Segreto di Togo","2020","117","italiano"
"242","La Storia di Lamet","1999","171","italiano"
"243","La Ragazza del Mare","2018","198","italiano"
"244","Forrest Gump","2014","198","inglese"
"245","La Vita di Bakunin","2009","175","italiano"
"246","Pulp Fiction","2020","159","italiano"
"247","Il Favoloso Mondo di Gumball","1999","186","inglese"
"248","La Storia di Fanny","2010","153","italiano"
"249","Il Corvo","1990","139","italiano"
"250","Il Mistero di Malpelo","2010","117","italiano"
"251","La Ragazza del Vento","2014","193","inglese"
"252","Il Ragazzo di Mauro","2009","103","inglese"
"253","La Leggenda del Sindaco","1998","154","italiano"
"254","La Ragazza del Gatto","1991","144","italiano"
"255","Titanic","1999","196","italiano"
"256","Il Segreto di Togo","1994","102","inglese"
"257","La Ragazza di Orso","2016","109","inglese"
"258","La Vita è Bella","2016","144","italiano"
"259","La Figlia di D'Artagnan","1993","104","italiano"
"260","La Ragazza del Ragno","2022","146","inglese"
"261","La Leggenda di Guerre","1993","148","inglese"
"262","Spider-Man: Far From Home","2017","104","inglese"
"263","Il Segreto di Scott","2019","146","italiano"
"264","Interstellar","1994","100","inglese"
"265","La Ragazza di Lola","1991","160","italiano"
"266","Il Grande Lebowski","2010","140","italiano"
"267","La Leggenda di Achille","2014","165","inglese"
"268","Il Discorso del Re","1990","132","inglese"
"269","Il Segreto del Corsaro Nero","2016","135","inglese"
"270","La Storia di Tex","1996","107","italiano"
"271","La Ragazza del Faraone","2000","185","inglese"
"272","Aladdin","1994","200","inglese"
"273","Il Segreto del Leone","2012","136","inglese"
"274","La Ragazza di Orso","2009","196","inglese"
"275","E.T. l'Extraterrestre","1999","146","inglese"
"276","Il Labirinto del Fauno","2024","188","italiano"
"277","La Ragazza del Fantasma","2022","127","inglese"
"278","Il Ragazzo di Jed","2021","148","italiano"
"279","La Storia del Vampiro","2016","111","italiano"
"280","Frozen 2","2000","153","italiano"
"281","Il Primo Re","1990","125","italiano"
"282","Il Segreto del Tuono","1993","198","inglese"
"283","Il Silenzio degli Innocenti","2023","118","italiano"
"284","Aladdin","2018","195","inglese"
"285","La Ragazza di Zanna","2017","101","inglese"
"286","La Storia del Nilo","2007","166","inglese"
"287","Il Segreto di Lambretto","1991","158","inglese"
"288","Avatar","2022","131","inglese"
"289","Il Segreto di Vetro","2000","143","italiano"
"290","La Ragazza del Fantasma","2006","101","italiano"
"291","Il Mistero di Malpelo","2009","177","inglese"
"292","Il Segreto del Leone","1997","183","inglese"
"293","Il Segreto del Cimitero","2006","166","italiano"
"294","La Ragazza del Mio Migliore Amico","1992","180","inglese"
"295","Il Mistero del Gobbo","1999","192","inglese"
"296","Il Segreto di Pasquino","2022","159","inglese"
"297","Il Quinto Elemento","1998","130","italiano"
"298","Il Re Leone","2013","155","inglese"
"299","Il Segreto del Taglialegna","1999","130","inglese"
"300","La Ragazza del Mio Migliore Amico","2014","107","italiano"
"301","Il Segreto di Babbo Natale","2022","149","italiano"
"302","Toy Story 4","2020","113","inglese"
"303","Il Padrino","2013","151","inglese"
"304","La Ragazza di Remo","2024","187","inglese"
"305","La Storia di Korak","1994","130","italiano"
"306","Blade Runner","2022","170","italiano"
"307","La Storia di Fanny","2018","116","inglese"
"308","Il Favoloso Mondo di Gumball","2000","147","inglese"
"309","Il Padrino","2003","145","italiano"
"310","Il Segreto di Orfeo","2013","140","italiano"
"311","Joker","2024","115","italiano"
"312","Il Discorso del Re","2000","162","inglese"
"313","Pulp Fiction","1998","142","italiano"
"314","Il Ragazzo di Robin","1998","146","italiano"
"315","La Ragazza di Lola","2000","104","italiano"
"316","La Storia di Korak","2017","118","italiano"
"317","Il Mistero di Caligola","2018","146","italiano"
"318","Il Segreto del Deserto","2002","111","inglese"
"319","Il Silenzio degli Innocenti","2021","174","italiano"
"320","La Storia di Ulisse","2016","108","inglese"
"321","Il Segreto del Destino","1999","169","inglese"
"322","Il Segreto del Mago","2008","195","inglese"
"323","La Dolce Vita","1996","145","inglese"
"324","La Dolce Vita","2015","135","italiano"
"325","Il Favoloso Mondo di Gumball","2010","195","inglese"
"326","Il Segreto del Gelo","2019","121","italiano"
"327","E.T. l'Extraterrestre","2003","137","inglese"
"328","La Figlia di D'Artagnan","2020","170","inglese"
"329","Il Cacciatore","2005","198","italiano"
"330","Il Cacciatore","2005","114","inglese"
"331","La Storia del Re","2022","112","italiano"
"332","Il Mistero del Diavolo","2011","138","italiano"
"333","Il Segreto di Yambo","2002","142","italiano"
"334","La Leggenda di Moisés","2003","190","italiano"
"335","Shutter Island","2012","113","inglese"
"336","La Storia del Sud","2004","100","italiano"
"337","Il Segreto del Cimitero","2022","163","inglese"
"338","Il Favoloso Mondo di Gumball","1991","120","italiano"
"339","Il Segreto di Johnny","2012","142","inglese"
"340","La Leggenda del Sindaco","2024","129","inglese"
"341","Il Segreto di Cleopatra","2006","182","italiano"
"342","Il Mistero di Caligola","2009","179","inglese"
"343","La Storia del Sole","2021","154","italiano"
"344","Il Segreto di Scott","2015","127","italiano"
"345","La Ragazza del Falco","1996","197","inglese"
"346","Il Segreto del Terrore","2024","143","italiano"
"347","Il Segreto del Presidente","2024","123","italiano"
"348","La Storia del Vampiro","1991","131","inglese"
"349","Il Segreto di Mack","2020","150","inglese"
"350","La Ragazza del Tornado","2005","181","italiano"
"351","Joker","2023","101","italiano"
"352","La Storia di Icaro","2009","160","inglese"
"353","La Figlia della Guerra","2011","142","italiano"
"354","Il Mistero di Malpelo","1990","196","inglese"
"355","La Storia di Tex","1997","139","inglese"
"356","Avengers: Endgame","2012","174","italiano"
"357","Il Segreto del Corsaro Nero","2023","192","italiano"
"358","Il Segreto del Grande Capo","2017","100","italiano"
"359","Il Segreto di Zorro","2010","163","inglese"
"360","Il Segreto di Zibetto","2011","109","italiano"
"361","Il Segreto di Scott","1999","136","inglese"
"362","La Leggenda di Moisés","2008","191","inglese"
"363","Il Ragazzo di Robin","2021","175","inglese"
"364","Il Segreto di Pasquino","2010","149","italiano"
"365","La Storia del Sud","1995","153","italiano"
"366","Il Mistero del Diavolo","1990","169","inglese"
"367","La Figlia di D'Artagnan","2003","166","italiano"
"368","Il Segreto del Terrore","1994","120","inglese"
"369","La Storia del Diavolo","1999","162","italiano"
"370","Il Segreto del Dittatore","2008","191","inglese"
"371","il Cattivo","2015","173","italiano"
"372","Shutter Island","1999","147","inglese"
"373","La Ragazza di Lola","2016","134","italiano"
"374","Inception","2008","136","inglese"
"375","Il Caso Spotlight","1997","190","italiano"
"376","La Storia del Diavolo","2021","186","italiano"
"377","La Storia del Sole","2020","195","italiano"
"378","Il Segreto di Togo","2000","112","inglese"
"379","La Storia di Icaro","1993","193","italiano"
